DATE,Year,Month,Period,평균_최저기온,평균_최고기온,총_강수량,평균_풍속,평균_상대습도,평균_일사량,평균_지면온도,평균_최저초상온도
201905중순,2019,5,중순,12.01,24.22,66.0,2.86,72.96,19.79,21.88,8.7
201905하순,2019,5,하순,11.45,25.15,33.0,1.98,73.93,21.82,21.42,7.73
201906상순,2019,6,상순,14.1,25.88,29.3,1.87,79.1,20.4,22.72,10.9
201906중순,2019,6,중순,15.2,25.43,1.3,1.52,81.51,19.3,24.43,11.79
201906하순,2019,6,하순,18.15,26.57,14.5,1.82,84.95,17.27,25.97,15.92
201907상순,2019,7,상순,18.82,27.31,1.9,1.72,82.23,17.63,26.08,17.33
201907중순,2019,7,중순,20.15,26.72,170.5,2.46,87.98,14.66,25.63,19.33
201907하순,2019,7,하순,23.79,30.0,9.5,2.39,88.79,14.48,28.29,22.75
201908상순,2019,8,상순,22.61,33.39,0.0,1.53,82.2,21.06,32.81,21.05
201908중순,2019,8,중순,22.18,30.9,144.6,2.65,85.25,18.32,29.11,20.55
201908하순,2019,8,하순,19.58,27.77,60.6,1.26,87.69,12.98,25.56,18.15
201909상순,2019,9,상순,21.45,27.17,138.0,2.39,92.08,8.6,24.29,20.9
201909중순,2019,9,중순,17.15,28.03,4.5,1.51,81.08,19.34,24.92,15.78
201909하순,2019,9,하순,15.35,25.69,116.4,1.86,83.12,13.81,21.56,13.91
201910상순,2019,10,상순,13.68,23.19,221.7,2.21,82.63,11.75,19.62,12.17
201910중순,2019,10,중순,9.19,22.56,2.0,1.4,77.62,15.36,18.92,6.54
201910하순,2019,10,하순,7.15,20.67,0.0,1.2,76.8,14.49,17.23,3.08
201911상순,2019,11,상순,4.96,19.33,4.6,1.4,76.87,12.44,14.29,0.05
201911중순,2019,11,중순,2.75,16.4,7.5,2.04,73.23,10.38,10.85,-1.79
201911하순,2019,11,하순,2.51,14.64,0.7,2.28,68.4,9.84,10.06,-1.43
201912상순,2019,12,상순,-2.24,9.01,21.9,1.62,74.48,9.09,4.59,-7.06
201912중순,2019,12,중순,-0.73,10.92,2.2,1.75,71.71,8.81,5.95,-5.13
201912하순,2019,12,하순,-3.31,8.62,13.2,1.46,73.17,7.03,4.05,-7.96
202001상순,2020,1,상순,-0.94,9.29,35.0,2.41,76.89,7.71,4.23,-4.72
202001중순,2020,1,중순,-2.51,6.74,0.0,1.86,66.09,9.26,3.43,-7.2
202001하순,2020,1,하순,1.32,9.39,40.8,1.72,78.72,6.45,5.85,-2.45
202002상순,2020,2,상순,-4.38,6.53,0.1,1.78,70.85,12.66,3.26,-9.68
202002중순,2020,2,중순,-0.77,10.56,20.2,2.71,79.71,10.51,5.85,-4.35
202002하순,2020,2,하순,1.01,12.79,7.5,2.34,77.77,11.06,8.02,-2.81
202003상순,2020,3,상순,-0.49,11.03,16.8,2.0,74.31,14.54,8.16,-4.23
202003중순,2020,3,중순,-0.74,13.74,0.0,2.55,63.12,21.64,10.18,-5.23
202003하순,2020,3,하순,2.6,17.01,10.2,2.47,70.8,16.86,13.5,-0.89
202004상순,2020,4,상순,1.77,16.02,1.2,2.37,57.9,20.57,14.37,-2.55
202004중순,2020,4,중순,3.81,15.23,55.5,2.4,78.18,17.7,13.28,1.32
202004하순,2020,4,하순,3.04,17.64,0.0,2.68,59.14,23.62,16.31,-1.55
202005상순,2020,5,상순,13.46,21.79,122.6,3.15,80.7,17.23,20.02,10.36
202005중순,2020,5,중순,11.13,21.33,48.0,2.5,80.29,19.12,19.95,7.73
202005하순,2020,5,하순,13.35,23.04,17.5,2.37,78.32,18.29,22.59,10.07
202006상순,2020,6,상순,16.37,27.81,1.9,1.86,75.51,22.26,27.05,13.11
202006중순,2020,6,중순,18.85,26.35,209.2,1.77,86.21,16.79,25.66,18.05
202006하순,2020,6,하순,18.35,26.3,46.6,2.5,84.49,16.73,25.98,16.9
202007상순,2020,7,상순,19.01,26.24,75.0,1.82,87.13,12.93,25.41,17.83
202007중순,2020,7,중순,19.67,25.47,143.2,2.73,88.02,9.17,24.42,19.15
202007하순,2020,7,하순,21.57,27.05,101.4,2.04,91.77,11.22,26.2,21.23
202008상순,2020,8,상순,25.06,30.0,58.9,3.49,86.02,12.24,28.95,24.4
202008중순,2020,8,중순,24.34,32.07,5.7,2.34,85.04,21.59,31.15,23.39
202008하순,2020,8,하순,23.19,32.04,89.1,2.53,83.94,17.21,30.32,22.73
202009상순,2020,9,상순,19.59,27.18,248.8,2.63,85.47,11.96,25.57,20.73
202009중순,2020,9,중순,16.76,25.26,46.9,1.09,87.9,13.45,23.93,16.3
202009하순,2020,9,하순,13.47,25.46,0.0,1.3,79.16,17.29,23.48,11.85
202010상순,2020,10,상순,11.02,23.7,0.3,1.49,74.04,17.65,22.73,9.47
202010중순,2020,10,중순,6.91,21.33,0.0,1.35,70.56,13.83,19.05,5.08
202010하순,2020,10,하순,6.02,18.44,27.1,1.37,72.08,12.61,15.12,3.34
202011상순,2020,11,상순,3.04,16.4,2.6,1.38,69.94,12.81,12.68,0.05
202011중순,2020,11,중순,6.04,19.58,2.9,0.65,77.23,9.84,13.68,3.68
202011하순,2020,11,하순,2.99,11.08,1.4,2.35,62.24,8.94,9.56,0.31
202012상순,2020,12,상순,-4.16,9.49,0.0,1.44,66.68,8.92,4.83,-7.59
202012중순,2020,12,중순,-6.17,6.14,0.2,1.73,69.14,9.66,2.66,-10.01
202012하순,2020,12,하순,-4.34,8.43,13.7,1.68,76.89,8.42,3.55,-6.31
202101상순,2021,1,상순,-9.25,1.68,1.5,1.61,76.2,9.65,1.01,-9.24
202101중순,2021,1,중순,-5.04,7.59,1.0,1.87,73.85,9.92,2.32,-8.58
202101하순,2021,1,하순,-0.51,10.45,33.8,1.93,81.13,8.71,5.3,-3.58
202102상순,2021,2,상순,-3.74,7.7,17.6,1.64,70.23,13.39,3.86,-7.46
202102중순,2021,2,중순,-2.1,10.11,3.0,2.27,72.45,11.26,5.29,-4.3
202102하순,2021,2,하순,2.49,13.31,12.5,3.18,65.45,12.71,8.31,-0.88
202103상순,2021,3,상순,2.1,13.26,47.4,2.33,76.55,13.33,9.69,-0.74
202103중순,2021,3,중순,2.18,15.5,48.1,2.02,78.53,15.95,11.89,-0.29
202103하순,2021,3,하순,4.08,17.17,31.7,2.41,70.98,18.57,13.16,1.17
202104상순,2021,4,상순,6.72,18.06,6.4,2.98,66.27,17.39,15.34,4.46
202104중순,2021,4,중순,3.85,17.47,23.4,2.38,65.35,21.12,15.71,2.21
202104하순,2021,4,하순,10.04,22.19,13.7,2.77,59.46,20.86,20.69,8.23
202105상순,2021,5,상순,7.09,20.51,50.1,2.49,68.08,20.33,18.67,5.64
202105중순,2021,5,중순,14.41,23.28,73.0,2.52,79.67,14.64,21.46,13.61
202105하순,2021,5,하순,12.06,24.59,5.8,2.23,73.05,21.95,22.61,10.41
202106상순,2021,6,상순,16.83,26.5,47.0,2.52,74.69,21.11,25.6,15.34
202106중순,2021,6,중순,19.05,26.95,48.8,1.92,81.88,17.95,26.54,18.89
202106하순,2021,6,하순,18.68,28.42,31.6,1.78,78.53,22.28,28.23,18.22
202107상순,2021,7,상순,21.91,27.86,480.2,2.42,88.25,10.93,27.12,22.21
202107중순,2021,7,중순,22.77,31.17,16.0,2.09,82.16,19.4,31.07,22.78
202107하순,2021,7,하순,23.15,32.39,4.5,2.4,75.77,22.7,32.47,22.54
202108상순,2021,8,상순,23.5,32.77,48.0,1.35,81.88,19.73,32.22,23.93
202108중순,2021,8,중순,20.72,29.65,26.9,1.57,81.56,17.64,29.25,20.33
202108하순,2021,8,하순,22.25,29.54,97.4,1.83,88.3,13.54,27.57,22.36
202109상순,2021,9,상순,19.3,26.03,27.4,2.26,84.04,10.31,24.42,19.24
202109중순,2021,9,중순,18.42,26.72,13.9,3.05,80.18,13.74,23.62,17.98
202109하순,2021,9,하순,17.0,26.41,66.9,1.7,80.71,14.52,23.04,17.01
202110상순,2021,10,상순,16.63,28.28,12.3,1.55,84.39,16.97,23.78,15.86
202110중순,2021,10,중순,9.6,19.92,12.0,2.01,73.94,12.51,17.33,8.01
202110하순,2021,10,하순,3.45,18.92,1.5,1.25,73.37,15.15,13.65,0.47
202111상순,2021,11,상순,5.04,17.77,37.1,2.25,72.94,10.8,12.26,1.98
202111중순,2021,11,중순,1.5,15.35,10.0,1.04,83.13,11.39,9.0,-1.76
202111하순,2021,11,하순,0.41,13.65,30.8,1.9,75.84,8.86,7.02,-2.93
202112상순,2021,12,상순,-1.2,11.66,0.3,1.34,74.59,9.84,5.42,-5.06
202112중순,2021,12,중순,-2.93,8.98,2.9,1.7,74.52,8.0,4.39,-5.86
202112하순,2021,12,하순,-5.66,6.2,3.4,1.65,74.94,8.61,1.86,-8.2
202201상순,2022,1,상순,-6.99,6.04,1.9,1.34,70.22,10.66,0.96,-11.16
202201중순,2022,1,중순,-6.57,3.58,3.1,1.82,68.45,11.0,0.86,-10.29
202201하순,2022,1,하순,-2.86,7.06,0.0,2.05,64.5,10.55,3.15,-6.97
202202상순,2022,2,상순,-4.87,4.63,1.5,2.11,59.95,12.04,1.87,-9.29
202202중순,2022,2,중순,-5.32,6.47,2.3,2.14,64.05,12.64,3.4,-8.96
202202하순,2022,2,하순,-7.65,7.95,0.1,1.96,62.42,16.95,3.12,-12.99
202203상순,2022,3,상순,-3.14,12.22,5.7,1.72,67.08,17.43,7.17,-7.98
202203중순,2022,3,중순,4.87,14.92,51.9,2.54,79.83,10.42,10.61,2.32
202203하순,2022,3,하순,2.16,15.01,56.1,2.4,70.09,15.07,10.29,-2.29
202204상순,2022,4,상순,0.46,17.98,0.2,1.6,66.64,23.07,13.08,-3.62
202204중순,2022,4,중순,7.34,21.58,0.9,2.3,67.53,21.19,18.76,3.49
202204하순,2022,4,하순,9.74,20.92,23.4,2.18,78.88,16.22,19.45,6.66
202205상순,2022,5,상순,6.5,21.61,0.1,1.6,70.36,23.54,19.84,2.25
202205중순,2022,5,중순,10.67,23.02,0.2,1.49,62.59,20.29,23.23,7.21
202205하순,2022,5,하순,13.36,25.95,1.0,1.9,72.68,24.15,25.96,8.94
202206상순,2022,6,상순,16.7,25.24,15.8,2.84,76.64,20.72,26.75,14.42
202206중순,2022,6,중순,18.86,26.63,2.7,1.89,81.99,16.28,28.69,17.14
202206하순,2022,6,하순,23.76,29.49,52.2,3.66,84.76,16.02,29.24,22.52
202207상순,2022,7,상순,23.68,32.11,11.4,2.07,81.92,21.66,32.62,22.31
202207중순,2022,7,중순,23.42,30.04,125.3,2.19,86.14,17.5,29.17,22.66
202207하순,2022,7,하순,23.13,29.22,56.9,2.87,85.24,17.11,27.49,21.75
202208상순,2022,8,상순,26.2,31.61,24.8,2.47,88.23,17.36,29.46,25.2
202208중순,2022,8,중순,24.31,30.3,87.9,2.41,91.29,12.09,29.27,23.68
202208하순,2022,8,하순,19.88,29.07,2.9,1.26,83.82,16.6,27.94,19.55
202209상순,2022,9,상순,19.37,27.29,164.9,2.64,85.42,13.72,25.25,18.59
202209중순,2022,9,중순,20.96,28.7,14.9,2.81,81.35,16.39,26.79,19.73
202209하순,2022,9,하순,13.55,25.4,0.2,1.02,80.95,16.92,23.46,12.04
202210상순,2022,10,상순,13.74,22.73,26.9,2.28,76.48,13.03,21.77,12.45
202210중순,2022,10,중순,7.53,20.86,0.1,1.62,72.1,18.74,18.9,5.62
202210하순,2022,10,하순,5.91,20.51,0.0,1.19,73.82,15.93,17.01,3.41
202211상순,2022,11,상순,2.55,18.61,0.0,1.27,73.54,14.51,14.21,-0.4
202211중순,2022,11,중순,6.04,18.71,11.4,1.81,75.73,10.14,13.39,3.48
202211하순,2022,11,하순,3.53,17.28,19.3,1.72,78.06,7.98,11.42,1.48
202212상순,2022,12,상순,-2.25,9.15,0.5,1.59,67.01,8.84,6.1,-4.3
202212중순,2022,12,중순,-4.07,6.25,9.1,1.99,71.18,8.83,4.17,-4.6
202212하순,2022,12,하순,-4.55,4.96,18.9,1.65,79.96,8.94,2.58,-3.83
202301상순,2023,1,상순,-4.26,8.94,1.4,1.46,74.24,9.98,3.45,-7.31
202301중순,2023,1,중순,-1.11,9.13,44.0,1.76,79.08,8.61,5.44,-2.85
202301하순,2023,1,하순,-6.54,4.84,5.0,1.76,69.36,11.07,2.37,-6.49
202302상순,2023,2,상순,-3.48,9.35,20.8,2.06,68.76,12.69,4.71,-6.2
202302중순,2023,2,중순,-0.19,8.87,8.0,1.53,80.49,8.55,5.92,-2.37
202302하순,2023,2,하순,-3.05,9.94,5.1,2.06,65.88,18.95,6.59,-5.41
202303상순,2023,3,상순,0.17,16.27,0.0,1.86,69.28,17.6,11.25,-2.02
202303중순,2023,3,중순,1.28,16.72,7.4,1.91,62.46,17.51,12.12,-0.86
202303하순,2023,3,하순,4.55,17.45,24.8,1.71,70.9,15.07,13.51,3.48
202304상순,2023,4,상순,4.65,18.17,73.9,2.86,72.28,17.82,15.27,3.85
202304중순,2023,4,중순,8.51,20.63,9.3,2.4,76.79,17.37,17.75,7.89
202304하순,2023,4,하순,7.23,18.35,8.7,2.2,72.51,15.8,17.71,7.65
202305상순,2023,5,상순,10.31,21.14,195.5,2.9,79.23,15.66,19.31,9.7
202305중순,2023,5,중순,12.44,24.76,16.1,1.77,78.99,20.54,23.24,10.22
202305하순,2023,5,하순,16.0,23.96,52.0,2.25,82.95,15.68,23.75,14.65
202306상순,2023,6,상순,16.97,25.83,6.2,1.93,78.8,21.14,26.23,15.72
202306중순,2023,6,중순,19.2,28.53,19.6,1.93,80.22,20.3,31.2,17.93
202306하순,2023,6,하순,21.38,26.02,127.9,2.92,92.05,10.16,25.12,21.24
202307상순,2023,7,상순,22.48,28.48,113.9,2.02,92.7,13.23,26.71,22.51
202307중순,2023,7,중순,23.59,28.63,272.7,3.04,91.36,8.76,26.72,23.88
202307하순,2023,7,하순,23.98,30.73,139.4,2.15,86.18,16.54,29.55,23.92
202308상순,2023,8,상순,23.84,33.64,59.1,1.54,82.96,20.59,32.02,23.79
202308중순,2023,8,중순,22.63,32.62,9.3,1.18,83.21,21.77,29.95,22.55
202308하순,2023,8,하순,22.18,30.55,131.4,1.75,85.99,16.44,28.59,21.65
202309상순,2023,9,상순,20.6,31.05,0.1,1.14,83.48,20.4,28.65,19.9
202309중순,2023,9,중순,20.7,28.96,118.6,1.18,88.15,12.31,26.9,20.46
202309하순,2023,9,하순,17.87,26.97,6.0,1.68,80.62,15.0,24.61,18.61
202310상순,2023,10,상순,13.23,22.81,4.4,1.86,71.39,13.92,20.9,14.04
202310중순,2023,10,중순,9.81,23.0,0.5,1.39,75.27,16.63,19.78,9.7
202310하순,2023,10,하순,6.63,22.05,0.0,1.15,80.12,15.53,17.45,5.24
202311상순,2023,11,상순,10.63,21.96,40.6,2.6,77.55,10.8,17.55,8.55
202311중순,2023,11,중순,2.45,11.84,40.7,2.04,72.93,9.46,9.37,0.95
202311하순,2023,11,하순,1.08,12.38,0.3,1.8,72.75,9.83,8.59,-0.2
202312상순,2023,12,상순,1.19,14.24,3.5,1.74,77.65,8.99,8.54,-0.59
202312중순,2023,12,중순,2.69,9.71,43.1,2.76,84.48,4.91,8.4,3.34
202312하순,2023,12,하순,-3.02,6.59,10.0,1.35,81.11,8.35,4.62,-1.85
202401상순,2024,1,상순,-2.35,8.09,4.5,1.37,78.73,8.83,4.87,-4.13
202401중순,2024,1,중순,0.19,10.01,30.5,2.55,76.22,8.26,5.35,-1.8
202401하순,2024,1,하순,-2.46,5.9,8.3,2.23,76.05,10.05,3.72,-4.27
202402상순,2024,2,상순,0.8,8.17,23.7,1.92,82.15,7.87,5.88,-1.76
202402중순,2024,2,중순,1.55,14.46,48.4,2.3,82.14,10.09,8.46,-1.55
202402하순,2024,2,하순,3.37,9.09,38.5,2.66,79.54,10.07,8.07,1.69
202403상순,2024,3,상순,-0.04,9.92,3.7,2.35,70.54,14.82,6.83,-3.3
202403중순,2024,3,중순,0.51,14.37,2.8,1.98,70.32,18.23,8.64,-2.95
202403하순,2024,3,하순,6.18,16.22,58.6,2.8,80.99,12.54,11.87,4.15
202404상순,2024,4,상순,7.38,19.44,35.5,1.9,78.94,13.62,14.09,4.79
202404중순,2024,4,중순,8.92,21.84,20.6,2.06,77.88,17.03,16.67,6.77
202404하순,2024,4,하순,11.23,21.08,35.3,1.89,82.02,16.06,18.13,10.03
202405상순,2024,5,상순,10.88,21.68,91.3,2.16,80.73,18.42,18.85,9.48
202405중순,2024,5,중순,10.95,24.93,26.1,2.26,69.66,26.44,22.56,8.59
202405하순,2024,5,하순,14.99,25.66,11.8,2.13,73.32,22.58,25.93,12.54
202406상순,2024,6,상순,15.91,25.56,9.4,1.71,76.35,19.47,25.25,14.08
202406중순,2024,6,중순,17.74,29.57,4.4,1.67,77.52,20.93,29.75,15.57
202406하순,2024,6,하순,20.32,27.22,172.0,2.27,87.01,12.85,25.39,19.24
202407상순,2024,7,상순,23.96,28.7,42.4,3.11,91.25,11.61,27.21,23.88
202407중순,2024,7,중순,22.85,28.41,173.9,2.42,90.86,12.91,27.14,22.18
202407하순,2024,7,하순,25.94,31.87,53.5,2.56,85.75,21.19,31.11,25.05
202408상순,2024,8,상순,25.14,34.09,1.3,1.37,84.51,21.5,32.9,24.4
202408중순,2024,8,중순,24.12,33.71,31.4,1.56,83.5,20.16,32.45,23.28
202408하순,2024,8,하순,23.71,33.2,9.7,1.53,82.07,21.65,31.19,23.08
202409상순,2024,9,상순,22.05,32.29,4.3,1.43,83.14,18.15,30.4,21.37
202409중순,2024,9,중순,24.48,32.95,114.3,1.75,86.11,15.48,29.57,24.83
202409하순,2024,9,하순,19.0,28.37,210.2,1.84,80.98,17.46,25.73,19.29
202410상순,2024,10,상순,12.26,23.11,16.2,1.32,82.04,13.97,20.94,12.32
202410중순,2024,10,중순,15.13,24.62,15.1,1.94,83.3,9.8,20.79,15.15
202410하순,2024,10,하순,11.21,21.8,94.8,1.85,80.33,10.46,18.22,10.85
202411상순,2024,11,상순,8.73,19.12,81.1,1.49,79.49,12.31,15.0,8.08
202411중순,2024,11,중순,7.26,18.69,1.9,2.04,71.65,10.32,14.17,5.32
202411하순,2024,11,하순,3.32,13.46,18.9,2.74,70.87,8.62,9.91,-0.19
202412상순,2024,12,상순,-0.13,11.45,5.4,1.54,74.6,8.88,7.27,-4.13
202412중순,2024,12,중순,-1.96,8.21,2.6,1.62,71.94,7.81,4.99,-6.35
202412하순,2024,12,하순,-2.08,8.09,1.6,2.05,71.59,9.86,4.51,-6.35
202501상순,2025,1,상순,-3.94,6.7,7.5,1.9,73.42,9.89,3.66,-7.24
202501중순,2025,1,중순,-4.74,7.7,0.1,1.15,74.99,10.64,3.34,-8.96
202501하순,2025,1,하순,-4.32,8.45,9.9,1.87,76.21,9.35,3.63,-8.3
202502상순,2025,2,상순,-3.36,3.23,32.7,2.21,81.37,9.7,3.17,-6.07
202502중순,2025,2,중순,-2.52,7.77,8.2,1.89,67.35,14.16,4.51,-7.13
202502하순,2025,2,하순,-4.08,8.41,0.0,1.99,67.31,14.49,5.68,-8.99
202503상순,2025,3,상순,1.86,11.84,27.3,2.62,83.02,9.8,8.18,-1.03
202503중순,2025,3,중순,0.4,12.97,8.9,2.35,66.07,16.18,9.47,-3.57
202503하순,2025,3,하순,2.65,17.8,0.3,2.29,66.64,18.6,13.99,-0.84
202504상순,2025,4,상순,1.32,17.52,0.9,2.08,69.84,20.25,15.18,-3.07
202504중순,2025,4,중순,8.59,19.42,34.0,3.16,77.93,17.63,17.01,6.0
202504하순,2025,4,하순,7.8,21.45,14.2,2.43,69.52,21.68,20.53,4.84
202505상순,2025,5,상순,7.86,18.93,53.8,2.65,78.62,14.11,17.01,6.07
202505중순,2025,5,중순,13.11,22.92,32.2,2.09,85.81,17.44,21.46,11.33
202505하순,2025,5,하순,13.65,24.9,0.2,1.92,75.4,19.95,24.42,10.4
202506상순,2025,6,상순,15.3,26.95,5.3,1.66,74.7,20.79,26.66,10.88
202506중순,2025,6,중순,19.34,27.71,143.3,2.4,84.79,16.73,26.43,17.25
202506하순,2025,6,하순,20.28,28.82,37.2,1.98,86.34,19.52,28.79,19.3
202507상순,2025,7,상순,24.32,32.88,0.0,2.07,81.24,25.53,36.36,23.08
202507중순,2025,7,중순,23.03,30.1,147.3,2.79,80.17,16.56,29.19,22.37
202507하순,2025,7,하순,23.85,33.73,12.3,2.11,75.36,24.8,33.51,22.44
202508상순,2025,8,상순,24.2,31.39,135.9,1.88,87.99,14.78,30.31,22.65
202508중순,2025,8,중순,22.9,31.49,82.1,1.35,87.8,18.63,31.0,22.65
202508하순,2025,8,하순,23.85,33.5,0.7,1.61,83.77,21.74,35.18,23.1
202509상순,2025,9,상순,22.59,31.15,54.9,1.36,86.62,15.94,31.14,22.72
202509중순,2025,9,중순,21.71,29.61,64.4,2.07,85.07,14.63,27.18,21.2
202509하순,2025,9,하순,18.94,27.26,47.2,1.63,83.09,12.95,24.95,18.21
202510상순,2025,10,상순,18.45,26.21,56.9,1.93,85.99,12.41,23.85,18.44
202510중순,2025,10,중순,16.78,24.37,74.3,2.36,84.08,10.08,22.53,17.25
202510하순,2025,10,하순,6.84,19.44,2.6,1.37,76.13,14.1,17.17,8.22
202511상순,2025,11,상순,6.25,18.98,13.2,1.66,74.34,13.44,14.69,6.85
202511중순,2025,11,중순,3.3,15.35,1.6,1.52,74.17,10.36,11.44,2.04
202511하순,2025,11,하순,1.02,15.32,10.3,1.98,77.32,11.31,9.69,-3.54
202512상순,2025,12,상순,-1.23,10.78,0.9,2.28,69.98,11.38,6.4,-4.74
202512중순,2025,12,중순,-0.05,12.83,15.2,2.28,78.1,7.99,6.58,-4.42
202512하순,2025,12,하순,-3.48,8.43,5.5,2.75,68.92,9.48,3.48,-6.57
